j=1000
  Avg:0.009559999999999961 Std:0.03120114838655781
j=10000
  Avg:-0.03506000000000049 Std:0.10026626291849115
         3949389 function calls (3903366 primitive calls) in 49.171 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      254    0.000    0.000    0.000    0.000 core.py:4148(<genexpr>)
       37    0.000    0.000    0.001    0.000 getlimits.py:111(_float_to_str)
      253    0.000    0.000    0.000    0.000 results.py:244(__bool__)
      288    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
       35    0.000    0.000    0.000    0.000 PngImagePlugin.py:178(read)
      213    0.000    0.000    0.000    0.000 shape_base.py:608(_column_stack_dispatcher)
       60    0.000    0.000    0.000    0.000 fromnumeric.py:2305(any)
       27    0.000    0.000    0.000    0.000 __init__.py:1366(_fixupParents)
       56    0.000    0.000    0.001    0.000 core.py:1526(__or__)
       40    0.000    0.000    0.000    0.000 deprecation.py:352(<genexpr>)
       92    0.000    0.000    0.000    0.000 text.py:957(set_horizontalalignment)
       16    0.000    0.000    0.013    0.001 axis.py:759(_set_scale)
       16    0.000    0.000    0.013    0.001 scale.py:104(set_default_locators_and_formatters)
       16    0.000    0.000    0.000    0.000 ticker.py:2001(_staircase)
       57    0.000    0.000    0.000    0.000 lines.py:1335(set_dash_capstyle)
        2    0.000    0.000    0.001    0.000 dataclasses.py:882(_process_class)
        1    0.000    0.000    0.001    0.001 _methods.py:1(<module>)
      304    0.000    0.000    0.000    0.000 rcsetup.py:790(_convert_validator_spec)
        1    0.000    0.000    0.021    0.021 _backend_tk.py:522(__init__)
      213    0.000    0.000    0.000    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
        1    0.000    0.000    0.000    0.000 fractions.py:38(Fraction)
    41/37    0.000    0.000    0.001    0.000 _base.py:765(_unstale_viewLim)
      216    0.000    0.000    0.000    0.000 traceback.py:259(__init__)
       27    0.000    0.000    0.003    0.000 backend_agg.py:133(draw_path)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_aliases)
    74/40    0.000    0.000    0.000    0.000 _base.py:839(get_xaxis_transform)
       41    0.000    0.000    0.000    0.000 {method 'draw_glyph_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
        1    0.000    0.000    0.001    0.001 nanfunctions.py:1(<module>)
       26    0.000    0.000    0.001    0.000 text.py:260(update_from)
      177    0.000    0.000    0.000    0.000 __init__.py:1180(is_interactive)
       16    0.000    0.000    0.000    0.000 copyreg.py:109(_slotnames)
       10    0.000    0.000    0.000    0.000 version.py:261(__init__)
       10    0.000    0.000    0.026    0.003 offsetbox.py:808(get_extent)
        4    0.000    0.000    0.001    0.000 _base.py:2363(_update_patch_limits)
       35    0.000    0.000    0.000    0.000 transforms.py:1332(__init_subclass__)
       22    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.002    0.001 backend_bases.py:1303(__init__)
       40    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       42    0.000    0.000    0.000    0.000 _mathtext.py:243(_get_font)
        6    0.000    0.000    0.098    0.016 _mathtext.py:677(__init__)
       10    0.000    0.000    0.003    0.000 __init__.py:4033(__init__)
       41    0.000    0.000    0.008    0.000 _mathtext.py:1161(_update_metrics)
      206    0.000    0.000    0.000    0.000 core.py:3819(<genexpr>)
       77    0.000    0.000    0.000    0.000 transforms.py:2602(get_matrix)
       80    0.000    0.000    0.001    0.000 fromnumeric.py:198(reshape)
       49    0.000    0.000    0.000    0.000 {method 'deletecommand' of '_tkinter.tkapp' objects}
       62    0.000    0.000    0.000    0.000 units.py:56(_is_natively_supported)
        8    0.000    0.000    0.000    0.000 ticker.py:1879(scale_range)
      326    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.003    0.003 signal.py:1(<module>)
      351    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
      203    0.000    0.000    0.000    0.000 artist.py:271(axes)
       39    0.000    0.000    0.000    0.000 transforms.py:2678(__init__)
       27    0.000    0.000    0.000    0.000 deprecation.py:365(<listcomp>)
       19    0.000    0.000    0.000    0.000 __init__.py:1523(nametowidget)
     21/7    0.000    0.000    0.427    0.061 __init__.py:1916(__call__)
       32    0.000    0.000    0.008    0.000 fontconfig_pattern.py:119(parse)
        1    0.000    0.000    0.007    0.007 subprocess.py:1(<module>)
      186    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
       28    0.000    0.000    0.000    0.000 transforms.py:2756(_revalidate)
       63    0.000    0.000    0.001    0.000 transforms.py:2417(transform_affine)
       28    0.000    0.000    0.000    0.000 patches.py:739(_convert_units)
        1    0.000    0.000    0.000    0.000 TiffTags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1563(datetime)
       57    0.000    0.000    0.000    0.000 lines.py:1034(set_drawstyle)
       31    0.000    0.000    0.000    0.000 axis.py:514(update_position)
        1    0.000    0.000    0.000    0.000 artist.py:95(Artist)
       14    0.000    0.000    0.000    0.000 __init__.py:142(_check_size)
       83    0.000    0.000    0.000    0.000 pathlib.py:239(splitroot)
        1    0.000    0.000    0.005    0.005 _internal.py:1(<module>)
      130    0.000    0.000    0.000    0.000 traceback.py:288(__getitem__)
       34    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
      147    0.000    0.000    0.000    0.000 deprecation.py:104(deprecated)
       49    0.000    0.000    0.000    0.000 text.py:241(set_rotation_mode)
       14    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        2    0.000    0.000    0.001    0.000 _base.py:2867(handle_single_axis)
       50    0.000    0.000    0.000    0.000 _internal.py:815(_ufunc_doc_signature_formatter)
       37    0.000    0.000    0.000    0.000 __init__.py:218(__getattr__)
        1    0.000    0.000    0.000    0.000 colors.py:77(<dictcomp>)
   103/96    0.000    0.000    0.006    0.000 deprecation.py:291(wrapper)
        7    0.000    0.000    0.008    0.001 _backend_tk.py:630(_set_image_for_button)
  190/111    0.000    0.000    0.000    0.000 typing.py:1037(__hash__)
      310    0.000    0.000    0.000    0.000 core.py:4370(recurse)
        4    0.000    0.000    0.000    0.000 __init__.py:1251(contiguous_regions)
       36    0.000    0.000    0.000    0.000 text.py:1227(_preprocess_math)
       28    0.000    0.000    0.000    0.000 pathlib.py:966(_make_child_relpath)
       31    0.000    0.000    0.000    0.000 _base.py:53(__init__)
      169    0.000    0.000    0.000    0.000 text.py:1209(set_text)
       39    0.000    0.000    0.001    0.000 pathlib.py:589(_from_parts)
        2    0.000    0.000    0.000    0.000 _methods.py:195(_var)
       16    0.000    0.000    0.000    0.000 getlimits.py:539(smallest_normal)
        1    0.000    0.000    0.000    0.000 markers.py:146(MarkerStyle)
       57    0.000    0.000    0.000    0.000 lines.py:1022(set_color)
       34    0.000    0.000    0.000    0.000 transforms.py:1620(transform_path_non_affine)
      256    0.000    0.000    0.000    0.000 typing.py:1031(__eq__)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
      105    0.000    0.000    0.000    0.000 core.py:1844(set_name)
       60    0.000    0.000    0.000    0.000 core.py:2981(_generateDefaultName)
        3    0.000    0.000    0.000    0.000 enum.py:1026(_decompose)
       32    0.000    0.000    0.000    0.000 fontconfig_pattern.py:138(_family)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.001    0.001 _base.py:541(_AxesBase)
        8    0.000    0.000    0.000    0.000 transforms.py:487(transformed)
        1    0.000    0.000    0.191    0.191 _axes.py:1(<module>)
       61    0.000    0.000    0.000    0.000 deprecation.py:181(finalize)
       28    0.000    0.000    0.000    0.000 pathlib.py:745(stem)
       38    0.000    0.000    0.001    0.000 lines.py:1135(set_marker)
       49    0.000    0.000    0.000    0.000 inspect.py:2699(replace)
       81    0.000    0.000    0.000    0.000 overrides.py:110(set_module)
       36    0.000    0.000    0.001    0.000 artist.py:1166(_cm_set)
       16    0.000    0.000    0.000    0.000 axis.py:1633(set_major_locator)
       10    0.000    0.000    0.005    0.001 axis.py:850(set_tick_params)
      297    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
       29    0.000    0.000    0.001    0.000 deprecation.py:259(rename_parameter)
       21    0.000    0.000    0.001    0.000 transforms.py:1100(__init__)
        1    0.000    0.000    0.001    0.001 legend.py:716(_init_legend_box)
       28    0.000    0.000    0.000    0.000 __init__.py:1435(__init__)
        1    0.000    0.000    0.001    0.001 legend.py:296(__init__)
       75    0.000    0.000    0.030    0.000 re.py:249(compile)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:58(bitname)
       26    0.000    0.000    0.000    0.000 transforms.py:2586(__init__)
        1    0.000    0.000    0.010    0.010 _base.py:1182(cla)
       16    0.000    0.000    0.000    0.000 cycler.py:206(_from_iter)
       83    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:646(_validate_hash_pyc)
       28    0.000    0.000    0.000    0.000 __init__.py:2071(getLogger)
        1    0.000    0.000    0.003    0.003 _pydecimal.py:1(<module>)
        1    0.000    0.000    0.017    0.017 platform.py:1(<module>)
      212    0.000    0.000    0.000    0.000 transforms.py:1337(<genexpr>)
       55    0.000    0.000    0.001    0.000 transforms.py:813(from_bounds)
        4    0.000    0.000    0.001    0.000 axis.py:2261(get_tick_space)
        1    0.000    0.000    0.000    0.000 figure.py:2154(__init__)
        1    0.000    0.000    0.109    0.109 patches.py:1(<module>)
        3    0.000    0.000    0.002    0.001 patches.py:2163(<listcomp>)
       49    0.000    0.000    0.000    0.000 {method 'createcommand' of '_tkinter.tkapp' objects}
      187    0.000    0.000    0.000    0.000 typing.py:1242(__eq__)
       42    0.000    0.000    0.001    0.000 transforms.py:2012(rotate_deg)
      165    0.000    0.000    0.000    0.000 transforms.py:222(<lambda>)
        1    0.000    0.000    0.000    0.000 pickle.py:1137(_Unpickler)
      382    0.000    0.000    0.000    0.000 font_manager.py:775(get_size_in_points)
       16    0.000    0.000    0.000    0.000 _methods.py:91(_clip_dep_is_scalar_nan)
       23    0.000    0.000    0.001    0.000 typing.py:1223(__getitem__)
        1    0.000    0.000    0.001    0.001 rrule.py:1(<module>)
       32    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
       59    0.000    0.000    0.000    0.000 fromnumeric.py:2800(amin)
        1    0.000    0.000    0.000    0.000 numerictypes.py:440(_construct_lookups)
        1    0.000    0.000    0.006    0.006 _backend_tk.py:164(__init__)
       31    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
       81    0.000    0.000    0.000    0.000 overrides.py:121(decorator)
        8    0.000    0.000    0.000    0.000 _base.py:2482(_process_unit_info)
        7    0.000    0.000    0.019    0.003 _backend_tk.py:646(_Button)
       41    0.000    0.000    0.000    0.000 mathtext.py:120(_update_bbox)
       23    0.000    0.000    0.000    0.000 os.py:675(__getitem__)
       19    0.000    0.000    0.000    0.000 offsetbox.py:133(_get_aligned_offsets)
      253    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       20    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.count_bboxes_overlapping_bbox}
       57    0.000    0.000    0.000    0.000 lines.py:713(set_transform)
        4    0.000    0.000    0.003    0.001 _axes.py:6805(stairs)
        1    0.000    0.000    0.000    0.000 __init__.py:4616(<listcomp>)
    20/10    0.000    0.000    0.004    0.000 functools.py:961(__get__)
        5    0.000    0.000    0.000    0.000 offsetbox.py:373(__init__)
      146    0.000    0.000    0.000    0.000 textwrap.py:485(prefixed_lines)
       59    0.000    0.000    0.000    0.000 types.py:176(__get__)
       12    0.000    0.000    0.001    0.000 transforms.py:1426(__sub__)
       36    0.000    0.000    0.001    0.000 pathlib.py:957(__new__)
        1    0.000    0.000    0.017    0.017 colors.py:1(<module>)
       82    0.000    0.000    0.001    0.000 font_manager.py:721(__eq__)
       34    0.000    0.000    0.000    0.000 ticker.py:577(__call__)
       32    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
        1    0.000    0.000    0.006    0.006 _backend_tk.py:1(<module>)
        1    0.000    0.000    0.008    0.008 Image.py:1(<module>)
       12    0.000    0.000    0.012    0.001 axis.py:790(clear)
       57    0.000    0.000    0.000    0.000 lines.py:1291(set_dash_joinstyle)
       27    0.000    0.000    0.000    0.000 artist.py:23(allow_rasterization)
        1    0.000    0.000    0.025    0.025 _base.py:553(__init__)
        1    0.000    0.000    0.004    0.004 _backend_tk.py:72(blit)
      304    0.000    0.000    0.000    0.000 typing.py:1022(<genexpr>)
       97    0.000    0.000    0.000    0.000 text.py:1149(set_x)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       34    0.000    0.000    0.000    0.000 numerictypes.py:356(issubdtype)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:194(_add_array_type)
      113    0.000    0.000    0.000    0.000 transforms.py:1796(transform)
      294    0.000    0.000    0.000    0.000 core.py:3803(<genexpr>)
        1    0.000    0.000    0.001    0.001 tz.py:1(<module>)
       82    0.000    0.000    0.001    0.000 _mathtext.py:1191(render)
        1    0.000    0.000    0.000    0.000 __init__.py:3306(Menu)
        1    0.000    0.000    0.005    0.005 _mathtext.py:1(<module>)
       57    0.000    0.000    0.000    0.000 lines.py:1010(set_antialiased)
        4    0.000    0.000    0.001    0.000 axis.py:2523(get_tick_space)
       70    0.000    0.000    0.000    0.000 results.py:431(__iadd__)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1994(Chebyshev)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
      183    0.000    0.000    0.000    0.000 results.py:262(haskeys)
       59    0.000    0.000    0.000    0.000 artist.py:886(_set_gc_clip)
      302    0.000    0.000    0.000    0.000 artist.py:1111(sticky_edges)
       19    0.000    0.000    0.000    0.000 axis.py:202(_apply_tickdir)
       38    0.000    0.000    0.000    0.000 numeric.py:149(ones)
        2    0.000    0.000    0.004    0.002 ElementTree.py:1(<module>)
       24    0.000    0.000    0.000    0.000 dviread.py:159(decorate)
       20    0.000    0.000    0.007    0.000 _mathtext.py:594(_get_glyph)
      270    0.000    0.000    0.000    0.000 artist.py:828(get_visible)
       24    0.000    0.000    0.001    0.000 transforms.py:2032(rotate_deg_around)
        1    0.000    0.000    0.000    0.000 datetime.py:762(date)
      213    0.000    0.000    0.000    0.000 __init__.py:80(<genexpr>)
        1    0.000    0.000    0.002    0.002 ntpath.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mathtext.py:177(get_hinting_type)
        1    0.000    0.000    0.001    0.001 hmac.py:1(<module>)
      212    0.000    0.000    0.000    0.000 transforms.py:1343(<genexpr>)
       22    0.000    0.000    0.000    0.000 axis.py:453(update_position)
       16    0.000    0.000    0.000    0.000 axis.py:1649(set_minor_locator)
       36    0.000    0.000    0.000    0.000 text.py:25(get_rotation)
       46    0.000    0.000    0.000    0.000 transforms.py:266(x0)
       63    0.000    0.000    0.000    0.000 transforms.py:2421(transform_non_affine)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
       24    0.000    0.000    0.000    0.000 numerictypes.py:513(_scalar_type_key)
       54    0.000    0.000    0.000    0.000 fromnumeric.py:2675(amax)
       28    0.000    0.000    0.000    0.000 markers.py:253(__bool__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1653(FigureCanvasBase)
        3    0.000    0.000    0.202    0.067 _mathtext.py:572(__init__)
       37    0.000    0.000    0.001    0.000 typing.py:1147(copy_with)
       60    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(any)
      148    0.000    0.000    0.000    0.000 __init__.py:402(<genexpr>)
       47    0.000    0.000    0.000    0.000 stride_tricks.py:537(<listcomp>)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
       68    0.000    0.000    0.000    0.000 numerictypes.py:282(issubclass_)
        1    0.000    0.000    0.130    0.130 backend_bases.py:1(<module>)
       25    0.000    0.000    0.000    0.000 enum.py:82(__init__)
       23    0.000    0.000    0.001    0.000 overrides.py:200(decorator)
     13/2    0.000    0.000    0.001    0.000 __init__.py:2606(destroy)
       24    0.000    0.000    0.000    0.000 deprecation.py:144(finalize)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:374(<dictcomp>)
        1    0.000    0.000    0.029    0.029 overrides.py:1(<module>)
    31/10    0.000    0.000    0.003    0.000 core.py:4379(leave_whitespace)
       73    0.000    0.000    0.000    0.000 core.py:2336(parseImpl)
       28    0.000    0.000    0.000    0.000 lines.py:929(_get_markerfacecolor)
       67    0.000    0.000    0.000    0.000 core.py:5368(__init__)
       59    0.000    0.000    0.001    0.000 backend_bases.py:658(new_gc)
        1    0.000    0.000    0.000    0.000 transforms.py:2341(CompositeGenericTransform)
       24    0.000    0.000    0.001    0.000 patches.py:842(get_bbox)
      115    0.000    0.000    0.000    0.000 results.py:247(__iter__)
       29    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
       28    0.000    0.000    0.000    0.000 PngImagePlugin.py:210(call)
       16    0.000    0.000    0.000    0.000 axis.py:830(reset_ticks)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6405(refer_to_array_attribute)
        7    0.000    0.000    0.001    0.000 Image.py:1956(resize)
        1    0.000    0.000    0.003    0.003 decoder.py:1(<module>)
       94    0.000    0.000    0.000    0.000 inspect.py:1875(_signature_get_user_defined_method)
      115    0.000    0.000    0.000    0.000 text.py:1160(set_y)
      136    0.000    0.000    0.000    0.000 stride_tricks.py:541(<genexpr>)
       13    0.000    0.000    0.002    0.000 axis.py:1338(_copy_tick_props)
       47    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(broadcast_arrays)
       37    0.000    0.000    0.000    0.000 typing.py:253(_deduplicate)
       23    0.000    0.000    0.002    0.000 posixpath.py:391(realpath)
      297    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
      130    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
       79    0.000    0.000    0.000    0.000 {method 'set_size' of 'matplotlib.ft2font.FT2Font' objects}
        8    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
      167    0.000    0.000    0.000    0.000 core.py:4100(<genexpr>)
       36    0.000    0.000    0.000    0.000 fromnumeric.py:2404(all)
    101/2    0.000    0.000    0.003    0.002 core.py:5303(streamline)
      253    0.000    0.000    0.000    0.000 multiarray.py:148(concatenate)
      230    0.000    0.000    0.000    0.000 artist.py:896(get_rasterized)
       11    0.000    0.000    0.000    0.000 _base.py:939(get_yaxis_text1_transform)
       90    0.000    0.000    0.000    0.000 backend_bases.py:935(set_foreground)
       25    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
      132    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
       35    0.000    0.000    0.000    0.000 re.py:324(_subx)
       14    0.000    0.000    0.001    0.000 core.py:114(doc_note)
      337    0.000    0.000    0.000    0.000 font_manager.py:778(get_file)
        3    0.000    0.000    0.003    0.001 enum.py:536(_convert_)
       95    0.000    0.000    0.000    0.000 axis.py:340(_set_artist_props)
       50    0.000    0.000    0.000    0.000 core.py:4147(_generateDefaultName)
      103    0.000    0.000    0.000    0.000 _mathtext.py:1065(__init__)
       57    0.000    0.000    0.000    0.000 lines.py:1305(set_solid_joinstyle)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:74(_add_types)
       57    0.000    0.000    0.000    0.000 lines.py:1349(set_solid_capstyle)
       57    0.000    0.000    0.000    0.000 lines.py:1208(set_markersize)
      114    0.000    0.000    0.000    0.000 TiffTags.py:26(__new__)
       34    0.000    0.000    0.000    0.000 patches.py:331(_set_edgecolor)
       62    0.000    0.000    0.001    0.000 core.py:675(<listcomp>)
      247    0.000    0.000    0.000    0.000 path.py:200(vertices)
        1    0.000    0.000    0.001    0.001 dates.py:1(<module>)
        7    0.000    0.000    0.004    0.001 Image.py:3018(open)
       20    0.000    0.000    0.000    0.000 offsetbox.py:1140(_get_anchored_bbox)
       13    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       28    0.000    0.000    0.000    0.000 rcsetup.py:64(<dictcomp>)
        1    0.000    0.000    0.000    0.000 scale.py:406(SymmetricalLogScale)
       18    0.000    0.000    0.000    0.000 __init__.py:557(__setitem__)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
       34    0.000    0.000    0.000    0.000 patches.py:357(_set_facecolor)
       28    0.000    0.000    0.000    0.000 lines.py:692(_transform_path)
       58    0.000    0.000    0.000    0.000 {method 'min' of 'numpy.ndarray' objects}
      161    0.000    0.000    0.000    0.000 util.py:196(escape_re_range_char)
        4    0.000    0.000    0.001    0.000 axis.py:1279(get_minorticklocs)
       50    0.000    0.000    0.000    0.000 fromnumeric.py:3164(ndim)
       58    0.000    0.000    0.002    0.000 core.py:3643(<listcomp>)
        1    0.000    0.000    0.000    0.000 datetime.py:1214(time)
        1    0.000    0.000    0.002    0.002 shutil.py:1(<module>)
       33    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        3    0.000    0.000    0.000    0.000 six.py:882(wrapper)
        2    0.000    0.000    0.374    0.187 axis.py:1150(draw)
       31    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
       78    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 fromnumeric.py:2160(sum)
      121    0.000    0.000    0.000    0.000 typing.py:515(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:134(Diagnostics)
        1    0.000    0.000    0.000    0.000 arraysetops.py:1(<module>)
       50    0.000    0.000    0.000    0.000 core.py:130(get_object_signature)
      5/1    0.000    0.000    0.003    0.003 offsetbox.py:354(draw)
        1    0.000    0.000    0.000    0.000 __config__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
       11    0.000    0.000    0.000    0.000 dataclasses.py:723(_get_field)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
      118    0.000    0.000    0.000    0.000 transforms.py:263(__array__)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:300(IFDRational)
        4    0.000    0.000    0.014    0.003 axis.py:1368(get_major_ticks)
      101    0.000    0.000    0.000    0.000 cycler.py:165(keys)
       44    0.000    0.000    0.000    0.000 artist.py:1096(set_zorder)
        1    0.000    0.000    0.009    0.009 _parser.py:1(<module>)
      224    0.000    0.000    0.000    0.000 core.py:3858(<genexpr>)
        8    0.000    0.000    0.000    0.000 arraysetops.py:369(intersect1d)
      182    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       76    0.000    0.000    0.000    0.000 transforms.py:2258(get_affine)
       40    0.000    0.000    0.000    0.000 _base.py:779(viewLim)
       11    0.000    0.000    0.000    0.000 transforms.py:2462(__init__)
      134    0.000    0.000    0.000    0.000 six.py:93(__init__)
        1    0.000    0.000    0.004    0.004 _pylab_helpers.py:45(destroy)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
       32    0.000    0.000    0.000    0.000 fontconfig_pattern.py:150(_families)
       77    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       35    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 datetime.py:2185(timezone)
       38    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(copyto)
       55    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       32    0.000    0.000    0.000    0.000 inspect.py:1993(_signature_is_builtin)
      315    0.000    0.000    0.000    0.000 font_manager.py:907(get_math_fontfamily)
        1    0.000    0.000    0.111    0.111 widgets.py:1(<module>)
      106    0.000    0.000    0.000    0.000 __init__.py:876(<listcomp>)
        4    0.000    0.000    0.016    0.004 axis.py:1085(<listcomp>)
       41    0.000    0.000    0.000    0.000 _mathtext.py:1175(get_kerning)
       59    0.000    0.000    0.000    0.000 backend_bases.py:997(get_hatch_path)
        1    0.000    0.000    0.004    0.004 _mathtext.py:1882(Parser)
       29    0.000    0.000    0.000    0.000 os.py:755(encode)
       37    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       62    0.000    0.000    0.000    0.000 axis.py:1495(convert_units)
       16    0.000    0.000    0.001    0.000 ticker.py:1945(__init__)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:427(ImageFileDirectory_v2)
       48    0.000    0.000    0.000    0.000 text.py:1265(set_usetex)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(PurePath)
       32    0.000    0.000    0.001    0.000 __init__.py:620(__init__)
       61    0.000    0.000    0.000    0.000 __init__.py:1810(_str_lower_equal)
        1    0.000    0.000    0.013    0.013 py3k.py:1(<module>)
        1    0.000    0.000    0.001    0.001 mixins.py:59(NDArrayOperatorsMixin)
      145    0.000    0.000    0.000    0.000 inspect.py:182(ismodule)
        2    0.000    0.000    0.001    0.001 patches.py:171(contains_point)
       34    0.000    0.000    0.000    0.000 ticker.py:542(_format_maybe_minus_and_locale)
      182    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       16    0.000    0.000    0.000    0.000 cycler.py:52(_process_keys)
        4    0.000    0.000    0.001    0.000 spines.py:34(__init__)
       57    0.000    0.000    0.000    0.000 lines.py:492(set_pickradius)
       14    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
       16    0.000    0.000    0.000    0.000 cycler.py:135(__init__)
       30    0.000    0.000    0.000    0.000 pathlib.py:1023(glob)
        1    0.000    0.000    0.000    0.000 _base.py:2955(_update_title_position)
       20    0.000    0.000    0.000    0.000 colors.py:1080(reversed)
        1    0.000    0.000    0.005    0.005 defmatrix.py:1(<module>)
        1    0.000    0.000    0.003    0.003 exceptions.py:1(<module>)
       28    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       11    0.000    0.000    0.000    0.000 __init__.py:214(connect)
      4/2    0.000    0.000    0.000    0.000 transforms.py:2371(frozen)
      161    0.000    0.000    0.000    0.000 multiarray.py:736(dot)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
       62    0.000    0.000    0.000    0.000 transforms.py:2226(transform_non_affine)
      164    0.000    0.000    0.000    0.000 _base.py:769(<genexpr>)
       29    0.000    0.000    0.000    0.000 pathlib.py:710(name)
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
       13    0.000    0.000    0.000    0.000 patches.py:418(set_linestyle)
       59    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(amin)
       30    0.000    0.000    0.000    0.000 {built-in method _locale._get_locale_encoding}
       18    0.000    0.000    0.000    0.000 arrayprint.py:506(wrapper)
        3    0.000    0.000    0.000    0.000 _mathtext.py:153(set_canvas_size)
        7    0.000    0.000    0.002    0.000 ImageTk.py:112(__init__)
        1    0.000    0.000    0.001    0.001 _pocketfft.py:1(<module>)
       42    0.000    0.000    0.000    0.000 text.py:1052(set_fontsize)
       26    0.000    0.000    0.000    0.000 core.py:6758(getdoc)
        1    0.000    0.000    0.404    0.404 figure.py:1(<module>)
       30    0.000    0.000    0.000    0.000 locale.py:657(getpreferredencoding)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1575(_array_str_implementation)
        2    0.000    0.000    0.000    0.000 _base.py:3608(set_xlim)
        1    0.000    0.000    0.000    0.000 figure.py:2628(set_size_inches)
       33    0.000    0.000    0.000    0.000 _mathtext.py:320(get_kern)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
       57    0.000    0.000    0.000    0.000 lines.py:1193(set_markeredgewidth)
        9    0.000    0.000    0.000    0.000 enum.py:980(__or__)
      127    0.000    0.000    0.000    0.000 transforms.py:1772(<lambda>)
        1    0.000    0.000    0.004    0.004 backend_bases.py:2532(key_press_handler)
